19.04.2015                                                                                                                                  Dynamic List Display                                                                                                                                         1
----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
|  UPDID                    |OBJVERS|INFOCUBE     |ISOURCE                      |URPROGID                 |WIPROGID                 |       TIMESTMPCUBE|TSTPNM  |           TIMESTMP|OBJSTAT|CONTREL|       CONTTIMESTMP|OWNER   |BWAPPL|ACTIVFL|EXPERTMODE|STARTROUTINE|ODSPROGID                |TNAME|
|  3RML4VHNFN87UDVW9S46VQ9NZ|D      |0UCCMDS17    |0UC_CM_CL_INV02              |3RML4VX0HKFMVMYSLG8VFU73J|                         |20,040,309,113,853 |SAP     |20,040,309,113,934 |INA    |3.5/02 |20,040,309,113,934 |SAP     |      |       |          |            |3RML4W4P0J1CE9I8RAB7PW5TB|     |
|  3RML5TMNPFPMMKBQ7EIRKGK8F|D      |0UCCMDS19    |0UC_CM_NCL_CS02              |3RML5U20RCX1NTEMJ2NG4KHNZ|                         |20,040,309,111,714 |SAP     |20,040,309,113,035 |INA    |3.5/02 |20,040,309,113,035 |SAP     |      |       |          |        9998|3RML5U9PABIR6FY2OWPSEMGDR|     |
|  3RML6J0QDTGZ72M5HS9CSYBFZ|D      |0UCCM_C01    |80UCCMDS01                   |3RML6JG3FQOE8BP1TGE1D28VJ|3RML6JNRYPA3QY8HZAGDN47LB|20,050,929,135,623 |SAP     |20,050,928,091,514 |INA    |7.0/03 |20,050,928,091,514 |SAP     |      |       |          |        9998|                         |     |
|  3RML6VE8XKG37DY6W815048Z3|D      |0UCCM_C01    |80UCCMDS03                   |3RML6VTLZHNI8N137W5TK86EN|3RML6W1AIG97R9KJDQ85UA54F|20,050,929,135,623 |SAP     |20,050,928,091,351 |INA    |7.0/03 |20,050,928,091,351 |SAP     |      |       |          |        9998|                         |     |
|  3RML70AX1OBE3SDIMFIZFDFFZ|D      |0UCCM_C01    |80UCCMDS04                   |3RML70QA3LIT51GEY3NNZHCVJ|3RML70XYMK4INNZV3XQ09JBLB|20,050,929,135,623 |SAP     |20,050,928,091,248 |INA    |7.0/03 |20,050,928,091,248 |SAP     |      |       |          |        9998|                         |     |
|  3RO0LU7LUFHS6KYS8K5F863CF|D      |0UCCMDS12    |0UC_CM_NCL_INV01             |3RO0LUMYWCP77U1OK8A3SA0RZ|                         |20,040,309,121,739 |SAP     |20,040,309,124,945 |INA    |3.5/02 |20,040,309,124,945 |SAP     |      |       |          |        9998|3RO0LUUNFBAWQGL4Q2CG2BZHR|     |
|  3RO0NFE7013QUDR3ODKU2SJ8V|D      |0UCCMDS01    |0UC_CM_NCL_CS01              |3RO0NFTK1YB5VMU001PIMWGOF|                         |20,040,309,112,233 |SAP     |20,040,309,113,058 |INA    |3.5/02 |20,040,309,113,058 |SAP     |      |       |          |        9998|3RO0NG18KWWVE9DG5VRUWYFE7|     |
|  3RO0OB6PH8YCXO8ZTT9NOX7XR|D      |0UCCMDS10    |0UC_CM_NCL_CS01              |3RO0OBM2J65RYXBW5HEC915DB|                         |20,040,309,111,557 |SAP     |20,040,309,112,838 |INA    |3.5/02 |20,040,309,112,838 |SAP     |      |       |          |        9998|3RO0OBTR24RHHJVCBBGOJ3433|     |
|  3RO0OJPYJP2PMPUYB7VAV3SKV|D      |0UCCMDS06    |0UC_CM_NCL_CS01              |3RO0OK5BLMA4NYXUMVZZF7Q0F|                         |20,040,309,111,459 |SAP     |20,040,309,112,812 |INA    |3.5/02 |20,040,309,112,812 |SAP     |      |       |          |        9998|3RO0OKD04KVU6LHASQ2BP9OQ7|     |
|  3RO0TCJT69IUPVGLLOJL3AWKV|D      |0UCCMDS18    |0UC_CM_CL_BILL01             |3RO0TCZ686Q9R4JHXCO9NEU0F|                         |20,040,308,172,839 |SAP     |20,040,308,173,833 |INA    |3.5/02 |20,040,308,173,833 |SAP     |      |       |          |            |3RO0TD6UR5BZ9R2Y36QLXGSQ7|     |
|  3RP0DCX91MML8R1FWTVZZM0DR|D      |0HC_MOVEMNT  |0HC_MOVEMENTS                |3RP0DDCM3JU0A04C8I0OJPXTB|                         |20,050,805,140,953 |SAP     |20,071,012,152,731 |INA    |7.0/03 |20,071,012,152,731 |SAP     |      |       |          |            |                         |     |
|  3RPB3PELZ4NSK5AFLFY7V7MUN|D      |0UCDMDS02    |0UC_MTR_DOCR                 |3RPB3PTZ11V7LEDBX42WFBKA7|                         |20,040,130,135,513 |SAP     |20,040,331,155,708 |INA    |3.5/02 |20,040,331,155,708 |SAP     |      |       |          |            |3RPB3Q1NK0GX40WS2Y58PDIZZ|     |
|  3RPB3SE5CL3PSWUPV4UZRZ4VJ|D      |0UCDMDS01    |0UC_MTR_DOC                  |3RPB3STIEIB4U5XM6SZOC32B3|                         |20,040,319,085,405 |SAP     |20,040,331,154,751 |INA    |3.5/02 |20,040,331,154,751 |SAP     |      |       |          |            |3RPB3T16XGWUCSH2CN20M510V|     |
|  3RTLX92FM68D8QQ4DGOACCEWF|D      |0RPM_C04     |80RPM_DS05                   |3RTLX9HSO3FS9ZT0P4SYWGCBZ|3RTLX9PH721HSMCGUYVB6IB1R|20,040,707,215,737 |SAP     |20,040,707,215,849 |INA    |3.5/03 |20,040,707,215,849 |SAP     |      |       |          |            |                         |     |
|  3RUI1CQJMIGU36ZLKLWQF9RHR|D      |0SPL_DS14    |80SPL_DS01                   |3RUI1D5WOFO94G2HWA1EZDOXB|                         |20,050,828,074,737 |SAP     |20,051,102,144,908 |INA    |7.0/03 |20,051,102,144,908 |SAP     |      |       |          |        9998|3RUI1DDL7E9YN2LY243R9FNN3|     |
|  3RUV7CCHFPL5ZXW9A5IR99RVZ|D      |0AFCONV_J$T  |0AFCONV                      |3RUV7CRUHMSL16Z5LTNFTDPBJ|                         |20,031,126,121,620 |SAP     |20,031,126,154,920 |INA    |3.5/02 |20,031,126,154,920 |SAP     |      |       |          |            |                         |     |
|  3RUV7MDI6VXHBDACWEKSDU3JJ|D      |0AFCONV_UK$T |0AFCONV                      |3RUV7MSV8T4WCMD982PGXY0Z3|                         |20,031,126,120,202 |SAP     |20,031,126,155,009 |INA    |3.5/02 |20,031,126,155,009 |SAP     |      |       |          |            |                         |     |
|  3RUV7S4WEU7MA9VH9YBZXB4VJ|D      |0AFCONV_US$T |0AFCONV                      |3RUV7SK9GRF1BIYDLMGOHF2B3|                         |20,031,126,115,920 |SAP     |20,031,126,155,245 |INA    |3.5/02 |20,031,126,155,245 |SAP     |      |       |          |            |                         |     |
|  3RWG4OMBYP7PF9WOOGG72VO8F|D      |0AFCONV_I$T  |0AFCONV                      |3RWG4P1P0MF4GIZL04KVMZLNZ|                         |20,031,126,121,710 |SAP     |20,031,126,154,911 |INA    |3.5/02 |20,031,126,154,911 |SAP     |      |       |          |            |                         |     |
|  3RWXCBZ2MVL369WPVNNLQ388F|D      |0HC_PATCASE  |0HC_PCS                      |3RWXCCEFOSSI7IZM7BSAA75NZ|                         |20,050,805,141,038 |SAP     |20,070,515,144,534 |INA    |7.0/03 |20,070,515,144,534 |SAP     |      |       |          |            |                         |     |
|  3RYGZC6HIR74HX6UWNKT6UTF3|D      |0SR_VEGUID   |0SR_VE_GUID                  |3RYGZCLUKOEJJ69R8BPHQYQUN|                         |20,040,116,114,532 |SAP     |20,040,116,114,937 |INA    |3.5/02 |20,040,116,114,937 |SAP     |      |       |          |            |                         |     |
|  3RYGZFT2H3G6AKDHNUOLXS7LB|D      |0SRVE_O3     |0SR_VE_GUID                  |3RYGZG8FJ0NLBTGDZITAHW50V|                         |20,040,423,104,800 |SAP     |20,040,817,141,329 |INA    |3.5/03 |20,040,817,141,329 |SAP     |      |       |          |        9998|3RYGZGG41Z9AUFZU5CVMRY3QN|     |
|  3RYGZM7I9XJFTCKYIWMUBF52N|D      |0SRVE_O4     |0SR_VE_GUID                  |3RYGZMMVBUQUULNUUKRIVJ2I7|                         |20,040,127,141,602 |SAP     |20,040,127,142,239 |INA    |3.5/02 |20,040,127,142,239 |SAP     |      |       |          |        9998|3RYGZMUJUTCKD87B0ETV5L17Z|     |
|  3RYHJWS9N8O2C2TER1XHBMPNZ|D      |0SR_VE       |0SR_VE_INT                   |3RYHJX7MP5VHDBWB2Q25VQN3J|                         |20,040,404,131,410 |SAP     |20,040,421,091,721 |INA    |3.5/03 |20,040,421,091,721 |SAP     |      |       |          |            |3RYHJXFB84H6VYFR8K4I5SLTB|     |
|  3RYHM0YHODY41LOOM75913ZAN|D      |0SR_VEGUID   |0SR_VE_INT                   |3RYHM1DUQB5J2URKXV9XL7WQ7|                         |20,040,116,114,532 |SAP     |20,040,116,114,851 |INA    |3.5/02 |20,040,116,114,851 |SAP     |      |       |          |            |                         |     |
|  3RYHUJS72A5NON0XIOHJV0SBZ|D      |0UCCM_C02    |80UCCMDS15                   |3RYHUK7K47D2PW3TUCM8F4PRJ|3RYHUKF8N5YS8INA06OKP6OHB|20,050,929,135,623 |SAP     |20,050,928,093,813 |INA    |7.0/03 |20,050,928,093,813 |SAP     |      |       |          |        9998|                         |     |
|  3RYHUX848U5BA327QAL1GGJFZ|D      |0UCCM_C02    |80UCCMDS17                   |3RYHUXNHARCQBC541YPQ0KGVJ|3RYHUXV5TPYFTYOK7SS2AMFLB|20,050,929,135,623 |SAP     |20,050,928,094,528 |INA    |7.0/03 |20,050,928,094,528 |SAP     |      |       |          |        9998|                         |     |
|  3RYHV79500HMLIGBCJN2L0V3J|D      |0UCCM_C02    |80UCCMDS18                   |3RYHV7OI1XP1MRJ7O7RR54SJ3|3RYHV7W6KWAR5E2NU1U3F6R8V|20,050,929,135,623 |SAP     |20,050,928,093,906 |INA    |7.0/03 |20,050,928,093,906 |SAP     |      |       |          |        9998|                         |     |
|  3RYJF46HVXELOB5OH94XFSEB3|D      |0SRVE_O4     |80BBP_PO                     |3RYJF4LUXUM0PK8KSX9LZWBQN|                         |20,041,011,142,738 |SAP     |20,050,411,124,759 |INA    |7.0/02 |20,050,411,124,759 |SAP     |      |       |          |        9998|3RYJF4TJGT7Q86S0YRBY9YAGF|     |
|  3RYKO0VOPCWVR4VMOKPGWIR8V|D      |0UCCM_C02    |80UCCMDS16                   |3RYKO1B1RA4ASDYJ08U5GMOOF|3RYKO1IQA8Q0B0HZ62WHQONE7|20,050,929,135,623 |SAP     |20,050,928,094,549 |INA    |7.0/03 |20,050,928,094,549 |SAP     |      |       |          |        9998|                         |     |
|  3S20PJ3OQZ9MNJ8N70PSMB6SX|D      |0GTR_C01     |80GTR_DS01                   |3U6QUV2A4D0ASPF7EOFBGMTYP|3WBH070VHQQYXVLRMC4UAYH4H|20,060,925,142,007 |SAP     |20,060,925,143,932 |INA    |7.0/03 |20,060,925,143,932 |SAP     |      |       |          |        9998|                         |     |
|  3S4Y55AAQDFTRF0CULMSOGCBZ|D      |0CRM_CNFI    |80CRM_CODA                   |3S4Y55PNSAN8SO3969RH8K9RJ|                         |20,060,731,135,507 |SAP     |20,060,731,141,512 |INA    |7.0/03 |20,060,731,141,512 |SAP     |      |       |          |        9998|3S4Y55XCB98YBAMPC3TTIM8HB|     |
|  3S4YBKD55CIH3I3KE2275JPTB|D      |0CM_MCATDIV  |0CM_MCATDIV_ATTR             |3S4YBKSI79PW4R6GPQ6VPNN8V|                         |20,040,217,062,336 |SAP     |20,040,319,114,739 |INA    |3.5/02 |20,040,319,114,739 |SAP     |      |       |          |        9998|                         |     |
|  3S4YBSOPOU149X62PMLI1OBQN|D      |0CM_CDT1     |0CM_CDT1_ATTR                |3S4YBT42QR8JB68Z1AQ6LS967|                         |20,070,226,150,134 |SAP     |20,070,507,151,420 |INA    |3.5/02 |20,040,319,120,522 |SAP     |      |       |          |        9998|                         |     |
|  3S4YC5HLAI7NBHL0FQHYSY6PB|D      |0CM_CDT2     |0CM_CDT2_ATTR                |3S4YC5WYCFF2CQNWREMND244V|                         |20,070,226,150,134 |SAP     |20,070,507,151,420 |INA    |3.5/02 |20,040,319,122,702 |SAP     |      |       |          |        9998|                         |     |
|  3S4YC9YWCOVJ6MXFU9V4O3FQN|D      |0CM_CDT3     |0CM_CDT3_ATTR                |3S4YCAE9EM2Y7W0C5XZT87D67|                         |20,070,226,150,134 |SAP     |20,070,507,151,420 |INA    |3.5/02 |20,040,319,122,437 |SAP     |      |       |          |        9998|                         |     |
|  3S4YCH0DQERX9AR96U0DVW9DB|D      |0CM_CDT4     |0CM_CDT4_ATTR                |3S4YCHFQSBZCAJU5II52G06SV|                         |20,040,217,062,736 |SAP     |20,040,319,122,900 |INA    |3.5/02 |20,040,319,122,900 |SAP     |      |       |          |        9998|                         |     |
|  3S4YCLHOSLFT4G3OLDDJR1IEN|D      |0CM_CDT5     |0CM_CDT5_ATTR                |3S4YCLX1UIN85P6KX1I8B5FU7|                         |20,040,217,062,809 |SAP     |20,040,319,123,106 |INA    |3.5/02 |20,040,319,123,106 |SAP     |      |       |          |        9998|                         |     |
|  3S4YCQECWPB40UJ0BKVE6AOVJ|D      |0CM_CDT6     |0CM_CDT6_ATTR                |3S4YCQTPYMIJ23LWN902QEMB3|                         |20,040,217,062,855 |SAP     |20,040,319,121,933 |INA    |3.5/02 |20,040,319,121,933 |SAP     |      |       |          |        9998|                         |     |
|  3S4YCUNZFXDADDBZKA67RDZ73|D      |0CM_CDT7     |0CM_CDT7_ATTR                |3S4YCV3CHUKPEMEVVYAWBHWMN|                         |20,040,217,062,928 |SAP     |20,040,319,121,725 |INA    |3.5/02 |20,040,319,121,725 |SAP     |      |       |          |        9998|                         |     |
|  3S4YD2K6XHOIIJBLK6KU3ENOV|D      |0RF_SKU      |0RF_SKU_ATTR                 |3S4YD2ZJZEVXJSEHVUPINIL4F|                         |20,040,225,104,143 |SAP     |20,040,319,122,206 |INA    |3.5/02 |20,040,319,122,206 |SAP     |      |       |          |        9998|                         |     |
|  3S4YN1NTD6KGAAK6CQ0W58MSV|D      |0CM_CDT1$T   |0CM_CDT1_TEXT                |3S4YN236F3RVBJN2OE5KPCK8F|                         |20,070,226,150,134 |SAP     |20,070,507,151,420 |INA    |3.5/02 |20,040,206,071,825 |SAP     |      |       |          |            |                         |     |
|  3S4YNJL1LX7ZQVXVYVHJLTMY7|D      |0CM_CDT4$T   |0CM_CDT4_TEXT                |3S4YNK0ENUFES50SAJM85XKDR|                         |20,040,204,192,836 |SAP     |20,040,206,072,052 |INA    |3.5/02 |20,040,206,072,052 |SAP     |      |       |          |            |                         |     |
|  3S4YOKX9S4R1AGHGC0V8HDE9B|D      |0CM_CDT1     |0RF_ACT_HIER                 |3S4YOLCMU1YGBPKCNOZX1HBOV|                         |20,070,226,150,134 |SAP     |20,070,507,151,420 |INA    |3.5/02 |20,040,319,121,007 |SAP     |      |       |          |        9998|                         |     |
|  3S4YOSLSQQGJWZXM637IJC41B|D      |0CM_CDT2     |0RF_ACT_HIER                 |3S4YOT15SNNYY90IHRC73G1GV|                         |20,070,226,150,134 |SAP     |20,070,507,151,420 |INA    |3.5/02 |20,040,319,122,756 |SAP     |      |       |          |        9998|                         |     |
|  3S4YOXASBVQ5ARTHQGN0OJBSF|D      |0CM_CDT3     |0RF_ACT_HIER                 |3S4YOXQ5DSXKC0WE24RP8N97Z|                         |20,070,226,150,134 |SAP     |20,070,507,151,420 |INA    |3.5/02 |20,040,319,122,606 |SAP     |      |       |          |        9998|                         |     |
|  3S4YP27GFZLG768TGO4V3SI9B|D      |0CM_CDT4     |0RF_ACT_HIER                 |3S4YP2MTHWSV8FBPSC9JNWFOV|                         |20,040,217,062,736 |SAP     |20,040,319,123,010 |INA    |3.5/02 |20,040,319,123,010 |SAP     |      |       |          |        9998|                         |     |
|  3S4YP744K3GR3KO56VMPJ1OQ7|D      |0CM_CDT5     |0RF_ACT_HIER                 |3S4YP7JHM0O64TR1IJRE35M5R|                         |20,040,217,062,809 |SAP     |20,040,319,123,159 |INA    |3.5/02 |20,040,319,123,159 |SAP     |      |       |          |        9998|                         |     |
|  3S4YPCVIS1QW2H99KFDX2IQ27|D      |0CM_CDT6     |0RF_ACT_HIER                 |3S4YPDAVTYYB3QC5W3ILMMNHR|                         |20,040,217,062,855 |SAP     |20,040,319,122,035 |INA    |3.5/02 |20,040,319,122,035 |SAP     |      |       |          |        9998|                         |     |
|  3S4YPJ9YKVU5L9GQFHC5G5NJJ|D      |0CM_CDT7     |0RF_ACT_HIER                 |3S4YPJPBMT1KMIJMR5GU09KZ3|                         |20,040,217,062,928 |SAP     |20,040,319,121,833 |INA    |3.5/02 |20,040,319,121,833 |SAP     |      |       |          |        9998|                         |     |
|  3S4YPQ3RFN4U5AR3M7F2DWIGF|D      |0RF_SKU      |0RF_ACT_HIER                 |3S4YPQJ4HKC96JTZXVJQY0FVZ|                         |20,040,225,104,143 |SAP     |20,040,319,122,301 |INA    |3.5/02 |20,040,319,122,301 |SAP     |      |       |          |        9998|                         |     |
|  3S52QTSIGDCALNPABMO1TD7XR|D      |0RF_DS01     |0CM_MCATDIV_ATTR             |3S52QU7VIAJPMWS6NASQDH5DB|                         |20,040,225,104,626 |SAP     |20,040,226,083,029 |INA    |3.5/02 |20,040,226,083,029 |SAP     |      |       |          |            |3S52QUFK195F5JBMT4V2NJ433|     |
|  3S52QWS1TTS7UF9KLBKTQ4PYN|D      |0RF_DS01     |0CM_CDT1_ATTR                |3S52QX7EVQZMVOCGWZPIA8NE7|                         |20,040,225,104,626 |SAP     |20,040,225,114,341 |INA    |3.5/02 |20,040,225,114,341 |SAP     |      |       |          |            |3S52QXF3EPLCEAVX2TRUKAM3Z|     |
|  3S52QZZ9Q8TULTDB0UJXWY6PB|D      |0RF_DS01     |0CM_CDT2_ATTR                |3S52R0EMS619N2G7CIOMH244V|                         |20,080,227,134,907 |SAP     |20,091,027,084,014 |INA    |7.0/04 |20,091,027,084,014 |SAP     |      |       |          |        9998|3S52R0MBB4MZ5OZNICQYR42UN|     |
|  3S52R36HMNVHD7H1GDJ23RNFZ|D      |0RF_DS01     |0CM_CDT3_ATTR                |3S52R3LUOL2WEGJXS1NQNVKVJ|                         |20,080,227,134,907 |SAP     |20,091,027,085,026 |INA    |7.0/04 |20,091,027,085,026 |SAP     |      |       |          |        9998|3S52R3TJ7JOLX33DXVQ2XXJLB|     |
|  3S52R6DPJ2X44LKRVWI6AL46N|D      |0RF_DS01     |0CM_CDT4_ATTR                |3S52R6T2L04J5UNO7KMUUP1M7|                         |20,080,227,134,907 |SAP     |20,091,027,085,524 |INA    |7.0/04 |20,091,027,085,524 |SAP     |      |       |          |        9998|3S52R70R3YQ8OH74DEP74R0BZ|     |
|  3S52R9KXFHYQVZOIBFHAHEKXB|D      |0RF_DS01     |0CM_CDT5_ATTR                |3S52RA0AHF65X8REN3LZ1IICV|                         |20,080,227,134,907 |SAP     |20,091,027,085,452 |INA    |7.0/04 |20,091,027,085,452 |SAP     |      |       |          |        9998|3S52RA7Z0DRVFVAUSXOBBKH2N|     |
|  3S52RCS5BX0DNDS8QYGEO81NZ|D      |0RF_DS01     |0CM_CDT6_ATTR                |3S52RD7IDU7SOMV52ML38BZ3J|                         |20,080,227,134,907 |SAP     |20,091,027,085,639 |INA    |7.0/04 |20,091,027,085,639 |SAP     |      |       |          |        9998|3S52RDF6WSTI79EL8GNFIDXTB|     |
|  3S52RG71RANPXEFFCBHV53H4F|D      |0RF_DS01     |0CM_CDT7_ATTR                |3S52RGMET7V4YNIBNZMJP7EJZ|                         |20,080,227,134,907 |SAP     |20,091,027,085,759 |INA    |7.0/04 |20,091,027,085,759 |SAP     |      |       |          |        9998|3S52RGU3C6GUHA1RTTOVZ9D9R|     |
|  3S52RKOCTHBLSJRUQUV108Q5R|D      |0RF_DS01     |0RF_SKU_ATTR                 |3S52RL3PVEJ0TSUR2IZPKCNLB|                         |20,080,227,134,907 |SAP     |20,091,027,085,931 |INA    |7.0/04 |20,091,027,085,931 |SAP     |      |       |          |        9998|3S52RLBEED4QCFE78D21UEMB3|     |
|  3S9L1F0EERSHTPPELWQ07O8Z3|D      |0CM_CDT5$T   |0CM_CDT5_TEXT                |3S9L1FFRGOZWUYSAXKUORS6EN|                         |20,040,204,191,742 |SAP     |20,040,206,072,116 |INA    |3.5/02 |20,040,206,072,116 |SAP     |      |       |          |            |                         |     |
|  3S9L1HS999MPJUQ8PRKFUDSA7|D      |0CM_CDT6$T   |0CM_CDT6_TEXT                |3S9L1I7MB6U4L3T51FP4EHPPR|                         |20,040,204,190,937 |SAP     |20,040,206,071,923 |INA    |3.5/02 |20,040,206,071,923 |SAP     |      |       |          |            |                         |     |
|  3S9L1KK43RGX9ZR2TMEVH3BLB|D      |0CM_CDT7$T   |0CM_CDT7_TEXT                |3S9L1KZH5OOCB8TZ5AJK1790V|                         |20,040,204,185,745 |SAP     |20,040,206,071,853 |INA    |3.5/02 |20,040,206,071,853 |SAP     |      |       |          |            |                         |     |
|  3S9L1NBYY9B504RWXH9B3SUWF|D      |0RF_SKU$T    |0RF_SKU_TEXT                 |3S9L1NRC06IK1DUT95DZNWSBZ|                         |20,040,105,141,032 |SAP     |20,040,106,122,832 |INA    |3.5/02 |20,040,106,122,832 |SAP     |      |       |          |            |                         |     |
|  3S9L1RLLHHDBCNKW66K4OW57Z|D      |0CM_CDT3$T   |0CM_CDT3_TEXT                |3S9L1S0YJEKQDWNSHUOT902NJ|                         |20,070,226,150,134 |SAP     |20,070,507,151,420 |INA    |3.5/02 |20,040,206,072,001 |SAP     |      |       |          |            |                         |     |
|  3SCSPNZPWWG5V3VKKNW1KBOTR|D      |0CM_MCATDIV$T|0CM_MCATDIV_TEXT             |3SCSPOF2YTNKWCYGWC0Q4FM9B|                         |20,040,204,200,854 |SAP     |20,040,206,071,748 |INA    |3.5/02 |20,040,206,071,748 |SAP     |      |       |          |            |                         |     |
|  3SCTL39YH5OB2S9VYKOIDMLBJ|D      |0CM_CDT2$T   |0CM_CDT2_TEXT                |3SCTL3PBJ2VQ41CSA8T6XQIR3|                         |20,070,226,150,134 |SAP     |20,070,507,151,420 |INA    |3.5/02 |20,040,206,072,026 |SAP     |      |       |          |            |                         |     |
|  3SCTUOIAODD67UEA7TWE9WVVZ|D      |0CM_MCATDIV  |0RF_ACT_HIER                 |3SCTUOXNQAKL93H6JI12U0TBJ|                         |20,040,217,062,336 |SAP     |20,040,319,120,833 |INA    |3.5/02 |20,040,319,120,833 |SAP     |      |       |          |        9998|                         |     |
|  3SDNHLJBCE28VU2WR4ITGLT2N|D      |0RT_C54      |2LIS_03_BX                   |3SDNHLYOEB9NX35T2SNI0PQI7|3SDNHM6CX9VDFPP98MPUARP7Z|20,050,812,050,200 |SAP     |20,060,419,210,356 |INA    |7.0/03 |20,060,419,210,356 |SAP     |      |       |          |        9998|                         |     |
|  3SDNLG0H67F9O6P9Y4Q6Q0NSF|D      |0RT_C17      |2LIS_03_BX                   |3SDNLGFU84MOPFS69SUVA4L7Z|3SDNLGNIR38E82BMFMX7K6JXR|20,050,812,055,011 |SAP     |20,060,419,213,029 |INA    |7.0/03 |20,060,419,213,029 |SAP     |      |       |          |        9998|                         |     |
|  3SDNLLCIC8HZLU7I00CPPDROV|D      |0RT_C16      |2LIS_03_BX                   |3SDNLLRVE5PEN3AEBOHE9HP4F|3SDNLLZJX4B45PTUHIJQJJNU7|20,030,827,180,236 |SAP     |20,040,109,091,947 |INA    |3.5/02 |20,040,109,091,947 |SAP     |      |       |          |            |                         |     |
|  3SDPOKIH5DSB2X9G2HV2DX7QN|D      |0IPM_TITLE$T |0PRODUCT_TEXT                |3SDPOKXU7AZQ46CCE5ZQY1567|                         |20,040,331,090,304 |SAP     |20,040,914,110,940 |INA    |3.5/03 |20,040,914,110,940 |SAP     |      |       |          |        9998|                         |     |
|  3SDWD2BQ034VM2CAPM5WSZMUN|D      |0CRM_CODT    |80CRM_CODA                   |3SDWD2R320CANBF71AALD3KA7|3SDWD2YRKYY05XYN74CXN5IZZ|20,050,404,183,048 |SAP     |20,050,712,125,915 |INA    |7.0/02 |20,050,712,125,915 |SAP     |      |       |          |            |                         |     |
|  3SF5GG5RMTV6L5MZ2FD8EJDRJ|D      |0RF_SKU$T    |0MATERIAL_TEXT               |3SF5GGL4OR2LMEPVE3HWYNB73|                         |20,040,929,192,915 |SAP     |20,050,801,141,536 |INA    |7.0/02 |20,050,801,141,536 |SAP     |      |       |          |        9998|                         |     |
|  3SJBCZ4VMC89CXPT4P00YJ6NJ|A      |0SD_O05      |2LIS_11_VAKON                |3SJBCZK8O9FOE6SPGD4PIN433|                         |20,080,529,184,436 |SAP     |20,040,405,143,713 |ACT    |3.5/02 |20,040,405,143,713 |SAP     |      |X      |          |            |3SJBCZRX781DWTC5M771SP2SV|     |
|  3SJBCZ4VMC89CXPT4P00YJ6NJ|D      |0SD_O05      |2LIS_11_VAKON                |3SJBCZK8O9FOE6SPGD4PIN433|                         |20,040,401,130,800 |SAP     |20,040,405,143,713 |INA    |3.5/02 |20,040,405,143,713 |SAP     |      |       |          |            |3SJBCZRX781DWTC5M771SP2SV|     |
|  3SJBCZ4VMC89CXPT4P00YJ6NJ|M      |0SD_O05      |2LIS_11_VAKON                |3SJBCZK8O9FOE6SPGD4PIN433|                         |20,080,529,184,436 |SAP     |20,040,405,143,713 |ACT    |3.5/02 |20,040,405,143,713 |SAP     |      |X      |          |            |3SJBCZRX781DWTC5M771SP2SV|     |
|  3SJP0VDFQ7FLIMC89I9B46JXR|D      |0CHM_C01     |80CRM_SALO                   |3SJP0VSSS4N0JVF4L6DZOAHDB|3SJP0W0HB38Q2HYKR0GBYCG33|20,040,128,234,012 |SAP     |20,040,205,001,253 |INA    |3.5/02 |20,040,205,001,253 |SAP     |      |       |          |        9998|                         |     |
|  3SJP11K702X5IS08YQ577RIPB|D      |0CHM_C01     |80HOM_SALO                   |3SJP11ZK204KK135AE9VRVG4V|3SJP1278KYQA2NMLG8C81XEUN|20,040,128,234,012 |SAP     |20,040,205,194,229 |INA    |3.5/02 |20,040,205,194,229 |SAP     |      |       |          |        9998|                         |     |
|  3SKUS4LPFXO4U5ZG9SE5D5O4V|D      |0MSP_DS03    |0APO_MSP_3                   |3SKUS512HUVJVF2CLGITX9LKF|                         |20,040,206,183,430 |SAP     |20,040,206,183,523 |INA    |3.5/02 |20,040,206,183,523 |SAP     |      |       |          |            |3SKUS58R0TH9E1LSRAL67BKA7|     |
|  3SKUSIGZOEV7GV3MT2MBIPCOF|D      |0MSP_DS02    |0APO_MSP_2                   |3SKUSIWCQC2MI46J4QR02TA3Z|                         |20,040,125,063,202 |SAP     |20,040,127,065,412 |INA    |3.5/02 |20,040,127,065,412 |SAP     |      |       |          |            |3SKUSJ419AOC0QPZAKTCCV8TR|     |
|  3SKWV1LOP4JW39CWJP23HBNU7|D      |0MSP_DS04    |0APO_MSP_4                   |3SKWV211R1RB4IFSVD6S1FL9R|                         |20,040,206,183,107 |SAP     |20,040,206,183,219 |INA    |3.5/02 |20,040,206,183,219 |SAP     |      |       |          |            |3SKWV28QA0D0N4Z91794BHJZJ|     |
|  3SNXJJ0RA42ROIEDI80P2GVOV|D      |0RF_DS02     |0RF_ARTLIST_ATTR             |3SNXJJG4C1A6PRH9TW5DMKT4F|                         |20,040,202,140,256 |SAP     |20,040,204,153,712 |INA    |3.5/02 |20,040,204,153,712 |SAP     |      |       |          |            |3SNXJJNSUZVW8E0PZQ7PWMRU7|     |
|  3SNXJOS5I2CWNEZHVRRWLXX0V|D      |0RF_ARTLIST  |0RF_ARTLIST_ATTR             |3SNXJP7IJZKBOO2E7FWL61UGF|                         |20,040,720,132,902 |SAP     |20,040,720,133,231 |INA    |3.5/03 |20,040,720,133,231 |SAP     |      |       |          |            |                         |     |
