21.04.2015                                     Dynamic List Display                                             1
-----------------------------------------------------------------------------------------------------------------
-----------------------------------------------------------------------------------------------------------------
|  LANGU|INFOCUBE     |OBJVERS|TXTSH               |TXTLG                                                       |
|  E    |0CMS_CI01    |D      |Consolidated Infocub|Consolidated Infocube                                       |
|  E    |0CMS_DR01    |D      |Design Registration |Design Registration                                         |
|  E    |0CMS_IC01    |D      |Collateral Agreement|Collateral Agreement Values                                 |
|  E    |0CMS_RT01    |D      |Resale Data Infocube|Resale Data Infocube                                        |
|  E    |0CM_C01      |D      |Ext. Data: Household|External Data: Household Panel, Target Consumers            |
|  E    |0CM_C02      |D      |Ext. Data: Retailer |External Data: Retailer Panel                               |
|  E    |0CM_C03      |D      |Internal Data       |Internal Data                                               |
|  E    |0CM_C04      |D      |Ext. Data; Household|External Data: Household Panel, Socio-Demographics          |
|  E    |0CM_C05      |D      |Internal Data: Stock|Internal Data: Stock (Month, Quarter, Year)                 |
|  E    |0CM_C06      |D      |Plng: Actual Data   |Planning: Actual Data (Week)                                |
|  E    |0CM_C07      |D      |Plng: Actual Data   |Planning: Actual Data (Stock: Year)                         |
|  E    |0CM_C08      |D      |Plng: Planning Data |Planning: Planning Data 'Performance Measures'              |
|  E    |0CM_C09      |D      |Plng: Planning Data |Planning: Planning Data 'Index for Shelf Optimization'      |
|  E    |0CM_C10      |D      |Plng: Planning Data |Planning: Planning Data 'Tactics Assortment'                |
|  E    |0CM_C11      |D      |Plng: Planning Data |Planning: Planning Data 'Tactics Pricing'                   |
|  E    |0CM_C12      |D      |Plng: Planning Data |Planning: Planning Data 'Tactics Promotions'                |
|  E    |0CM_C13      |D      |MC: Internal Data   |MC: Internal Data (Month, Quarter, Year)                    |
|  E    |0CM_C14      |D      |Planning: MultiCube |Planning: MultiCube 'Performance Measures'                  |
|  E    |0CM_C15      |D      |Planning: MultiCube |Planning: MultiCube 'Tactics Assortment'                    |
|  E    |0CM_C16      |D      |Planning: MultiCube |Planning: MultiCube 'Tactics Promotions'                    |
|  E    |0CM_C17      |D      |Planning: MultiCube |Planning: MultiCube 'Tactics Pricing'                       |
|  E    |0COL_CUBE    |D      |Collaboration Cube  |Collaboration Cube                                          |
|  E    |0COOM_C01    |A      |COOM: Csts and allc.|CO-OM: Costs and allocations                                |
|  E    |0COOM_C01    |D      |CO-OM: Costs + Alloc|CO-OM: Costs and Allocations (old version - do not use!)    |
|  E    |0COOM_C01    |M      |COOM: Csts and allc.|CO-OM: Costs and allocations                                |
|  E    |0COOM_C02    |A      |CO-OM: Costs and All|CO-OM: Costs and Allocations (Delta Extraction)             |
|  E    |0COOM_C02    |D      |CO-OM: Costs + Alloc|CO-OM: Costs and Allocations (Delta Extraction)             |
|  E    |0COOM_C02    |M      |CO-OM: Costs and All|CO-OM: Costs and Allocations (Delta Extraction)             |
|  E    |0COPAMP01    |D      |CO-PA: CRM Marketing|CO-PA: CRM Marketing                                        |
|  E    |0COPA_C01    |D      |CO-PA: Publ. Key Fig|CO-PA: Published Key Figures                                |
|  E    |0COPA_C02    |D      |CO-PA: CRM Marketing|CO-PA: CRM Marketing                                        |
|  E    |0COPA_C03    |D      |CO-PA: Quickstart (S|CO-PA: Quickstart (S_GO)                                    |
|  E    |0COPA_C04    |D      |CO-PA:Consumer Goods|CO-PA: Consumer Goods Industry (S_CP)                       |
|  E    |0COPA_C05    |D      |CO-PA: Route Profita|CO-PA: Route Profitability (S_AL)                           |
|  E    |0COPA_C10    |D      |Profit Analysis(S_GO|Profit Analysis(S_GO) (replicated)                          |
|  E    |0COPA_M10    |D      |Profit Analysis(S_GO|Profit Analysis(S_GO)                                       |
|  E    |0COPA_R10    |D      |Profit Analysis(S_GO|Profit Analysis(S_GO) (direct)                              |
|  E    |0COPC_C02    |D      |CO-PC:Actual Costing|CO-PC: Actual Costing / Material Ledger - Costs             |
|  E    |0COPC_C03    |D      |CO-PC:ActCoCompSplit|CO-PC: Actual Cost Comp. Split (old version - do not use!)  |
|  E    |0COPC_C04    |D      |Inventory Valuation:|Inventory Valuation: Material Prices and Inventory Values   |
|  E    |0COPC_C05    |D      |CO-PC-PCP: AnyCoEst |CO-PC-PCP: Any Cost Estimates (old version - do not use!)   |
|  E    |0COPC_C06    |D      |CO-PC-PCP: Released |CO-PC-PCP: Released Cost Estimates (old version, do not use)|
|  E    |0COPC_C07    |D      |CO-PC:Actual Costing|CO-PC: Actual Costing / Material Ledger - Cost Comp. Split  |
|  E    |0COPC_C08    |D      |CO-PC: Product Costs|CO-PC: Product Cost Planning - All Cost Estimates           |
|  E    |0COPC_C09    |D      |CO-PC: Product Costs|CO-PC: Product Cost Planning - Released Cost Estimates      |
|  E    |0COPC_C10    |D      |CO-PC-PCP Exploded  |CO-PC-PCP Exploded Itemization                              |
|  E    |0COPC_C11    |D      |CO-PC-PCP Exploded  |CO-PC-PCP Exploded Itemization Prices                       |
|  E    |0CPH_15M     |D      |CPH 15 Min.Perf.Vals|CPH 15 Minute Performance Values                            |
|  E    |0CPH_ALL     |D      |CPH Performance Data|CPH Performance Data (All Resolutions and Online Data)      |
|  E    |0CPH_DAY     |D      |CPH Daily Perf.Vals |CPH Daily Performance Values                                |
|  E    |0CPH_HOUR    |D      |CPH Hourly Perf.Vals|CPH Hourly Performance Values                               |
|  E    |0CPH_MIMA    |D      |CPH: Mins and Maxes |CPH: Minimums and Maximums                                  |
|  E    |0CPH_MIN     |D      |CPH Min. Perf. Vals |CPH Minute Performance Values                               |
|  E    |0CPH_NALL    |D      |CPH Performance Data|CPH Performance Data (All Resolutions without Online Data)  |
|  E    |0CPH_ONLN    |D      |CPH Online Data     |CPH Online Data                                             |
|  E    |0CPH_VRKF    |D      |CPH Cube w. Virt.KFs|CPH Cube with Virtual Key Figures                           |
|  E    |0CPR_C01     |D      |Assigned Work       |Assigned Work and Staffed Required Capacity                 |
|  E    |0CPR_C02     |D      |Act./Pln: Work      |Actual/Planned: Work, Required Capacity, and Dates          |
|  E    |0CPR_C03     |D      |Costs from R/3      |Costs from R/3                                              |
|  E    |0CPR_C04     |D      |Dates, Work, Assign.|Dates, Work, Assignments, Project Role Staffing             |
|  E    |0CPR_C05     |D      |Key Figures for P.C.|Key Figures for Project Charter                             |
|  E    |0CP_IC_C1    |D      |Matl Move. and Stock|Material Movements and Stock                                |
|  E    |0CP_MP03     |D      |ACNielsen-MarketData|ACNielsen - Market Data Analysis                            |
|  E    |0CP_MP04     |D      |Obsolete(--> 0CP_MP0|Obsolete (--> 0CP_MP05)                                     |
|  E    |0CP_MP05     |D      |Consumer Goods Deliv|Consumer Goods Deliveries                                   |
|  E    |0CP_PURC1    |D      |Material Procurement|Material Procurement                                        |
|  E    |0CP_SLSC1    |D      |Obsolete(--> 0SD_C03|Obsolete (--> 0SD_C03)                                      |
|  E    |0CP_SLSC2    |D      |Integ.ACNielsenData |Integration of AC Nielsen Data on Sales Organization        |
|  E    |0CP_SLSC3    |D      |ACNielsen-MarketData|ACNielsen - Market Data Analysis                            |
|  E    |0CP_SLSC5    |D      |Integ.ACNielsenData |Integration of AC Nielsen Data on Business Partner          |
|  E    |0CP_SLSC6    |A      |Sales and Trade Prom|Sales and Trade Promotions (Planned + Actual)               |
|  E    |0CP_SLSC6    |D      |Sales and Promotion |Sales and Trade Promotions (Planned + Actual)               |
|  E    |0CP_SLSC6    |M      |Sales and Trade Prom|Sales and Trade Promotions (Planned + Actual)               |
|  E    |0CP_SLSC7    |A      |Sales and Trade Prom|Sales and Trade Promotions (Actual)                         |
|  E    |0CP_SLSC7    |D      |Sales and Promotion |Sales and Trade Promotions (Actual)                         |
|  E    |0CP_SLSC7    |M      |Sales and Trade Prom|Sales and Trade Promotions (Actual)                         |
|  E    |0CP_SLSC8    |D      |Promotion Knowl.Base|Promotion Knowledge Base                                    |
|  E    |0CP_SLSC9    |D      |TPM Base Sales Qty  |TPM Base Sales Quantity                                     |
|  E    |0CP_SLSCA    |D      |Sales and Trade P   |Sales and Trade Promotions (Planned+Actual) in SU           |
|  E    |0CP_SLSCB    |D      |Visit Reports       |Visit Reports                                               |
|  E    |0CP_SLSM1    |D      |Planned/Actual Eval.|Planned/Actual Evaluation Customer                          |
|  E    |0CP_SLSM2    |D      |Assortment Evals    |Evaluations of Assortment Agreements                        |
|  E    |0CQM_CB01    |D      |Quote and QWS       |Quote and QWS                                               |
|  E    |0CQM_CB02    |D      |Position and CWS    |Position and CWS                                            |
|  E    |0CQM_CB03    |D      |Quantity Scenarios  |Quantity Scenarios                                          |
|  E    |0CRMACC01    |D      |CRM ABC analysis cou|CRM ABC analysis counts                                     |
|  E    |0CRMAMC01    |D      |CRM ABC Analysis and|CRM ABC Analysis and counts                                 |
|  E    |0CRMCCC01    |D      |CRM Clustering count|CRM Clustering counts                                       |
|  E    |0CRMCMC01    |D      |CRM Clustering and c|CRM Clustering and counts                                   |
|  E    |0CRMTCC01    |D      |CRM Decision Tree Co|CRM Decision Tree Counts                                    |
|  E    |0CRMTMC01    |D      |CRM Decision tree an|CRM Decision tree and counts                                |
|  E    |0CRM_C01     |D      |CRM Marktng Plan Val|CRM Marketing Plan Values                                   |
|  E    |0CRM_C03     |D      |CRM Product Analysis|CRM Product Analysis                                        |
|  E    |0CRM_C04     |D      |Opportunities       |Opportunities                                               |
|  E    |0CRM_C06     |D      |Outbound Cust.Contct|Outbound Customer Contact                                   |
|  E    |0CRM_C07     |D      |Inbound Cust.Contact|Inbound Customer Contact                                    |
|  E    |0CRM_C08     |D      |Activity Item       |Activity Item                                               |
|  E    |0CRM_C09     |D      |Campaigns: Questnnrs|Questionnaires From Campaigns: Results                      |
|  E    |0CRM_C10     |D      |CRM Coupon Planning |CRM Coupon Planning                                         |
|  E    |0CRM_CIC1    |D      |InteractiveScripting|Interactive Scripting                                       |
|  E    |0CRM_CODT    |D      |Detailed Controlling|Detailed Controlling Data                                   |
|  E    |0CRM_CTI1    |D      |IC Interaction Stats|IC Interaction Statistics (in Time Intervals)               |
|  E    |0CRM_CTI2    |D      |Interaction Stats   |Interaction Statistics (with Reference to CRM Info.)        |
|  E    |0CRM_CTI3    |D      |WFM Interaction Stat|WFM Interaction Statistics (In Time Intervals)              |
|  E    |0CRM_CXS     |D      |CRM Cross-Selling An|CRM Cross-Selling Analysis                                  |
|  E    |0CRM_DAM     |D      |Asset Download Analy|Asset Download Analysis                                     |
|  E    |0CRM_DTRC    |D      |Tracking of Document|Tracking of Document Processing Lifecycles                  |
|  E    |0CRM_ER11    |D      |ERMS Statistics     |ERMS Statistics                                             |
|  E    |0CRM_FOCS    |D      |Srv.Plan Sim. Orders|Orders from Service Plan Simulation                         |
|  E    |0CRM_FSC1    |D      |CRM: Shared InfoCube|CRM: Shared InfoCube for Fact Sheet                         |
|  E    |0CRM_ICC1    |D      |CRM-ICM Incentive an|CRM-ICM Incentive and Commission Management                 |
|  E    |0CRM_ISE2    |D      |Interactive Scriptin|Interactive Scripting Evaluation (IC WebClient)             |
|  E    |0CRM_MC02    |D      |CRM CampaignAnalysis|CRM Campaign Analysis                                       |
|  E    |0CRM_MC03    |D      |CRM Publ.Key Figures|CRM Publicized Key Figures                                  |
|  E    |0CRM_MC04    |D      |CRM Marketing: Plann|CRM Marketing: Planned/Actual Comparison                    |
|  E    |0CRM_MC06    |D      |Campaign Analysis   |Campaign Analysis (With External List Management)           |
|  E    |0CRM_MC07    |D      |Campaign Analysis (w|Campaign Analysis (without Planning)                        |
|  E    |0CRM_MC11    |D      |MultiCube for WFM St|MultiCube for WFM Statistics                                |
|  E    |0CRM_MC12    |D      |WFD Statistics Multi|WFD Statistics MultiCube                                    |
|  E    |0CRM_MC21    |D      |WFD Statistics Multi|WFD Statistics MultiProvider                                |
|  E    |0CRM_OBLI    |D      |Object Lists        |Object Lists                                                |
|  E    |0CRM_PRI     |D      |Service Orders and  |Service Orders and Confirmations: Item Data                 |
|  E    |0CRM_PRLI    |D      |Product Lists       |Product Lists                                               |
|  E    |0CRM_QTHC    |D      |Svc Order Quotation |Service Order Quotation: Header Data                        |
|  E    |0CRM_QTIC    |D      |Svc Order Quotation |Service Order Quotation: Item Data                          |
|  E    |0CRM_TSSC    |D      |Performance Key Figu|Performance Key Figures for Timestamp Service Analysis      |
|  E    |0CRM_VC11    |D      |WFM VR Weekly Schedu|WFM VR Weekly Schedule                                      |
|  E    |0CRM_VC12    |D      |WFM VR Volume Indica|WFM VR Volume Indicator                                     |
|  E    |0CRM_VC13    |D      |WFM VR Daily Coverag|WFM VR Daily Coverage                                       |
|  E    |0CRM_VC14    |D      |WFM VR Workload     |WFM VR Workload                                             |
|  E    |0CRM_VS01    |D      |Validationsheet Cube|Validationsheet Cube                                        |
|  E    |0CRM_WFM1    |D      |WFM Work Area Totals|WFM Work Area Totals                                        |
|  E    |0CRM_WFM2    |D      |WFM Employee Totals |WFM Employee Totals                                         |
|  E    |0CRM_WFM3    |D      |WFM Employee Details|WFM Employee Details                                        |
|  E    |0CRM_WFM4    |D      |WFM Work Area Detail|WFM Work Area Details                                       |
|  E    |0CRM_WFM5    |D      |WFM Org Daily Total |WFM Org Daily Total                                         |
|  E    |0CSALMC01    |D      |Activities, Opprties|Activities, Opportunities, Sales Orders                     |
|  E    |0CSALMC02    |D      |CRM Sls Funnel/Pline|CRM Sales Funnel/Pipeline Cube                              |
|  E    |0CSALMC03    |D      |Orders, Contracts   |Orders, Contracts, Complaints                               |
|  E    |0CSALMC04    |D      |Opportunity Monitor |Opportunity Monitor Time Line Analysis                      |
|  E    |0CSALMP05    |D      |Sales Orders        |Sales Orders                                                |
|  E    |0CSALMP06    |D      |CRM Opportunity Head|CRM Opportunity Header                                      |
|  E    |0CSALMP07    |D      |Opportunities       |Opportunities                                               |
|  E    |0CSALMP08    |D      |Complaints          |Complaints                                                  |
|  E    |0CSALMP09    |D      |Sales Planned and Ac|Sales Planned and Actual (COPA) Analysis                    |
|  E    |0CSAL_C01    |D      |Activities          |Activities                                                  |
|  E    |0CSAL_C02    |D      |Sales Planning      |Sales Planning                                              |
|  E    |0CSAL_C03    |D      |Sales Orders        |Sales Orders                                                |
|  E    |0CSAL_C04    |D      |Sales Contracts     |Sales Contracts (Quantity and Value Contracts)              |
|  E    |0CSAL_C05    |D      |Quots for Sls Orders|Quotations for Sales Orders                                 |
|  E    |0CSAL_C06    |D      |Quotations for Sales|Quotations for Sales Contracts                              |
|  E    |0CSAL_C07    |D      |Srvce Contract(Item)|Service Contracts (Item Data)                               |
|  E    |0CSAL_C09    |D      |Complaints          |Complaints                                                  |
|  E    |0CSAL_C10    |D      |Service Quotations  |Service Contract Quotations                                 |
|  E    |0CSAL_C12    |D      |Territory           |Territory                                                   |
|  E    |0CSRVMC01    |D      |Overall Control. Hdr|Overall Controlling: Header Data                            |
|  E    |0CSRVMC02    |D      |Overall Control. Itm|Overall Controlling: Item Data                              |
|  E    |0CSRVMC03    |D      |Serv. Contracts, Ord|Service Contracts, Orders/Confirm., Complaints (Header Data)|
|  E    |0CSRVMC04    |D      |Service Orders and  |Service Orders and Confirmations with Complaints            |
|  E    |0CSRVMC05    |D      |Overall Controlling |Overall Controlling                                         |
|  E    |0CSRVMC06    |D      |Object Lists        |Object Lists from Service Contracts and IBase Master Data   |
|  E    |0CSRVMP07    |D      |Service Orders and  |Service Orders and Confirmations: Header Data               |
|  E    |0CSRVMP08    |D      |Service Orders and  |Service Orders and Confirmations: Item Data                 |
|  E    |0CSRVMP09    |D      |Detailed Controlling|Detailed Controlling Data                                   |
|  E    |0CSRVPLAN    |D      |Strat. Service Plan.|Strategic Service Planning                                  |
|  E    |0CSRV_C01    |D      |Service Orders and  |Service Orders and Confirmations: Header Data               |
|  E    |0CSRV_C02    |D      |Srvce Contrcts (Hdr)|Service Contracts (Header Data)                             |
|  E    |0CSRV_T01    |D      |Service Order Header|Service Order Header History                                |
|  E    |0CS_C01      |D      |Service Orders      |Service Orders - Costs and Allocations                      |
|  E    |0CS_C02      |D      |Service Orders      |Service Orders                                              |
|  E    |0CS_C03      |D      |Service Orders - Ops|Service Orders - Operations                                 |
|  E    |0CUST_C1     |D      |CRM Churn Management|CRM Churn Management                                        |
|  E    |0CUST_MC1    |D      |CRM Churn Management|CRM Churn Management - COPA                                 |
|  E    |0DB2_C01D    |D      |DB2: Space (Day)    |DB2: Space (Day)                                            |
|  E    |0DB2_MP01    |D      |DB2: Space          |DB2: Space                                                  |
|  E    |0DB6_C01D    |D      |DB6: Tablespaces (Da|DB6: Tablespaces (Day)                                      |
|  E    |0DB6_C01H    |D      |DB6: Tablespaces (Ho|DB6: Tablespaces (Hour)                                     |
|  E    |0DB6_C01M    |D      |DB6: Tablespaces (Mo|DB6: Tablespaces (Month)                                    |
|  E    |0DB6_C02D    |D      |DB6: Database (Day) |DB6: Database (Day)                                         |
|  E    |0DB6_C02H    |D      |DB6: Database (Hour)|DB6: Database (Hour)                                        |
|  E    |0DB6_C02M    |D      |DB6: Database (Month|DB6: Database (Month)                                       |
|  E    |0DB6_C03D    |D      |DB6: Memory (Day)   |DB6: Memory (Day)                                           |
|  E    |0DB6_C03H    |D      |DB6: Memory (Hour)  |DB6: Memory (Hour)                                          |
|  E    |0DB6_C03M    |D      |DB6: Memory (Month) |DB6: Memory (Month)                                         |
|  E    |0DB6_C04D    |D      |DB6: Bufferpools (Da|DB6: Bufferpools (Day)                                      |
|  E    |0DB6_C04H    |D      |DB6: Bufferpools (Ho|DB6: Bufferpools (Hour)                                     |
|  E    |0DB6_C04M    |D      |DB6: Bufferpools (Mo|DB6: Bufferpools (Month)                                    |
|  E    |0DB6_C05D    |D      |DB6: Tables (Day)   |DB6: Tables (Day)                                           |
|  E    |0DB6_C05H    |D      |DB6: Tables (Hour)  |DB6: Tables (Hour)                                          |
|  E    |0DB6_C05M    |D      |DB6: Tables (Month) |DB6: Tables (Month)                                         |
|  E    |0DB6_C06D    |D      |DB6: Resources (Day)|DB6: Resources (Day)                                        |
|  E    |0DB6_C06H    |D      |DB6: Resources (Hour|DB6: Resources (Hour)                                       |
|  E    |0DB6_C06M    |D      |DB6: Resources (Mont|DB6: Resources (Month)                                      |
|  E    |0DB6_C07D    |D      |DB6: WLM Statistics |DB6: WLM Statistics (Day)                                   |
|  E    |0DB6_C07H    |D      |DB6: WLM Statistics |DB6: WLM Statistics (Hour)                                  |
|  E    |0DB6_C07M    |D      |DB6: WLM Statistics |DB6: WLM Statistics (Month)                                 |
|  E    |0DB6_C08D    |D      |DB6: WLM Threshold V|DB6: WLM Threshold Violations (Day)                         |
|  E    |0DB6_C08H    |D      |DB6: WLM Threshold V|DB6: WLM Threshold Violations (Hour)                        |
|  E    |0DB6_C08M    |D      |DB6: WLM Threshold V|DB6: WLM Threshold Violations (Month)                       |
|  E    |0DB6_MP01    |D      |DB6: Tablespaces    |DB6: Tablespaces                                            |
|  E    |0DB6_MP02    |D      |DB6: Database       |DB6: Database                                               |
|  E    |0DB6_MP03    |D      |DB6: Memory         |DB6: Memory                                                 |
|  E    |0DB6_MP04    |D      |DB6: Bufferpools    |DB6: Bufferpools                                            |
|  E    |0DB6_MP05    |D      |DB6: Tables         |DB6: Tables                                                 |
|  E    |0DB6_MP06    |D      |DB6: Resources      |DB6: Resources                                              |
|  E    |0DB6_MP07    |D      |DB6: WLM Statistics |DB6: WLM Statistics                                         |
|  E    |0DB6_MP08    |D      |DB6: WLM Threshold V|DB6: WLM Threshold Violations                               |
|  E    |0DBMKTC01    |D      |D&B Marketing Cube  |D&B Marketing Cube                                          |
|  E    |0DBPS_C01    |D      |SAP SEM-BPS Demo (FO|SAP SEM-BPS Demo (FOX)                                      |
|  E    |0DBPS_C02    |D      |SAP SEM-BPS Demo (Al|SAP SEM-BPS Demo (Allocations)                              |
|  E    |0DBPS_C04    |D      |SAP SEM-BPS Demo (La|SAP SEM-BPS Demo (Layouts)                                  |
|  E    |0DBPS_C07    |D      |SAP SEM-BPS Demo (To|SAP SEM-BPS Demo (Top Down Distribution)                    |
|  E    |0DB_MC01     |D      |D&B Marketing Univer|D&B Marketing Universe                                      |
|  E    |0DB_MC02     |D      |D&B Marketing and CR|D&B Marketing and CRM Sales                                 |
|  E    |0DC_C01      |D      |DC Analysis Cube    |DC Analysis Cube                                            |
|  E    |0DF_C01      |D      |Force Elements      |Force Elements                                              |
|  E    |0DF_C02      |D      |Services            |Services                                                    |
|  E    |0DF_C03      |D      |Auth./Actl Personnel|Authorized/Actual Personnel                                 |
|  E    |0DF_C04      |D      |Auth./Actl Qual.    |Authorized/Actual Qualification                             |
|  E    |0DF_C05      |D      |Maintenance Orders  |Maintenance Orders                                          |
|  E    |0DF_C06      |D      |Auth. Matls (MPO)   |Authorized Materials (MPO)                                  |
|  E    |0DF_C07      |D      |Matl(Stk/Provs/Mvts)|Material (Stock/Provisions/Movements)                       |
|  E    |0DF_C08      |D      |Reorder Pts (Provs) |Reorder Points (Provisions)                                 |
|  E    |0DF_C09      |D      |Force Element Tasks |Force Element Tasks                                         |
|  E    |0DF_C10      |D      |Position Tasks      |Position Tasks                                              |
|  E    |0DF_C11      |D      |Subscribing OrgAreas|Subscribing Organizational Areas                            |
|  E    |0DF_C12      |D      |Functional Equipment|Functional Equipment (MPO) - Authorized                     |
|  E    |0DF_C13      |D      |Deliv. Data of Shpt |Delivery Data of Shipment Stages                            |
|  E    |0DF_C14      |D      |Matl in Reloc. Steps|Material in Relocation Steps                                |
|  E    |0DF_C15      |D      |Materials Requested |Materials Requested                                         |
|  E    |0DF_C16      |D      |Materials Ordered   |Materials Ordered                                           |
|  E    |0DF_C18      |D      |Reloc.Pers. (Wt Cls)|Relocation of Personnel (Weight Classes)                    |
|  E    |0DF_C19      |D      |Maintenance Ops     |Maintenance Operations                                      |
|  E    |0DF_C21      |D      |Personal and Funct. |Personal and Functional Equipment - Actual                  |
|  E    |0DF_C22      |D      |Flights/Missions    |Flights/Missions                                            |
|  E    |0DF_C23      |D      |Assgmt of Persons to|Assignment of Persons to Flight                             |
|  E    |0DF_C24      |D      |Matl Docs f. PM Ord.|Material Documents for Maintenance Order                    |
|  E    |0DF_C25      |D      |Maintenance Notifs  |Maintenance Notifications                                   |
|  E    |0DF_C26      |D      |Actual Infra. Matl  |Actual Infrastructure Material                              |
|  E    |0DF_C27      |D      |Measurement Docs    |Measurement Documents                                       |
|  E    |0DF_C30      |D      |Actual Training Hrs |Actual Training Hours: Pilot                                |
|  E    |0DF_C32      |D      |State of Repair Hist|State of Repair History of Equipment                        |
|  E    |0DF_C34      |D      |Relocation Monitor  |Relocation Monitor                                          |
|  E    |0DF_C35      |D      |Operations/Exercises|Operations/Exercises                                        |
|  E    |0DF_C37      |D      |Auth. Training Hours|Authorized Training Hours: Training Programs                |
|  E    |0DF_C38      |D      |Cmnd & Ctrl Support |Command and Control Support (ME Installations)              |
|  E    |0DF_C39      |D      |Auth. Training Hours|Authorized Training Hours: Airplane                         |
|  E    |0DF_MC01     |D      |Auth./Actl Materials|Authorized/Actual Materials (MPO)                           |
|  E    |0DF_MC02     |D      |Reorder Pts/Stk Lvls|Reorder Points/Stock Levels (Provisions)                    |
|  E    |0DF_MC03     |D      |Functional Equipment|Authorized/Actual Functional Equipment                      |
|  E    |0DF_MC04     |D      |Relocation of Matl  |Relocation of Material                                      |
|  E    |0DF_MC05     |D      |Plant Maintenance   |Plant Maintenance                                           |
|  E    |0DF_MC06     |D      |Flgts and Associated|Flights and Associated Persons                              |
|  E    |0DF_MC07     |D      |Auth./Auth.Comp.:Tng|Auth./Auth. Comparison: Training Prog. - Flying Hrs - Maint.|
|  E    |0DF_MC08     |D      |Auth/Act. Comp:Train|Authorized/Actual Comparison: Training Hours - Pilots       |
|  E    |0DF_MC09     |D      |Usage Rate of Plane |Authorized/Actual Usage Rate of Airplane                    |
|  E    |0DF_MC10     |D      |Actual Infra. Matl  |Actual Infrastructure Material                              |
|  E    |0DF_MC11     |D      |Maintenance Notifs  |Maintenance Notifications                                   |
|  E    |0DF_MC12     |D      |State of Repair Hist|State of Repair History of Equipment                        |
|  E    |0DF_MC13     |D      |Force Elements      |Force Elements                                              |
|  E    |0DF_MC14     |D      |Services            |Services                                                    |
|  E    |0DF_MC15     |D      |Auth./Actl Personnel|Authorized/Actual Personnel                                 |
|  E    |0DF_MC16     |D      |Auth./Actl Qual.    |Authorized/Actual Qualification                             |
|  E    |0DF_MC17     |D      |Maintenance Orders  |Maintenance Orders                                          |
|  E    |0DF_MC18     |D      |Force Element Tasks |Force Element Tasks                                         |
|  E    |0DF_MC19     |D      |Position Tasks      |Position Tasks                                              |
|  E    |0DF_MC20     |D      |Materials Ordered   |Materials Ordered                                           |
|  E    |0DF_MC21     |D      |Reloc.Pers. (Wt Cls)|Relocation of Personnel (Weight Classes)                    |
|  E    |0DF_MC22     |D      |Matl Docs f. PM Ord.|Material Documents for Maintenance Order                    |
|  E    |0DF_MC23     |D      |Relocation Monitor  |Relocation Monitor                                          |
|  E    |0DF_MC24     |D      |Operations/Exercises|Operations/Exercises                                        |
|  E    |0DF_MC25     |D      |Cmnd & Ctrl Support |Command and Control Support (ME Installations)              |
|  E    |0DMACC01     |D      |ABC analysis counts |ABC analysis counts                                         |
|  E    |0DMACM01     |D      |ABC Analysis and cou|ABC Analysis and counts                                     |
|  E    |0DMCCC01     |D      |Clustering counts   |Clustering counts                                           |
|  E    |0DMCCM01     |D      |Clustering and count|Clustering and counts                                       |
|  E    |0DMTCC01     |D      |Decision tree counts|Decision tree counts                                        |
|  E    |0DMTCM01     |D      |Decision tree and co|Decision tree and counts                                    |
|  E    |0DM_CXS      |D      |Cross-Selling       |Cross-Selling                                               |
|  E    |0DSLC_C1     |D      |ACN-US: Special Laun|ACN-US: Special Laundry Care Market Data                    |
|  E    |0D_COPA      |D      |SAP CO-PA Demo      |SAP CO-PA Demo                                              |
|  E    |0D_DECU      |D      |SAP DemoCube        |SAP DemoCube                                                |
|  E    |0D_DX_C01    |D      |SAP Demo:IT Scenario|SAP Demo: ITeLO Sales Data Scenario                         |
|  E    |0D_DX_C02    |D      |SAP Demo:IT Scenario|SAP Demo: ITeLO Lost Deals Scenario                         |
|  E    |0D_DX_C03    |D      |SAP Demo:IT Scenario|SAP Demo: ITeLO Plan Data Scenario                          |
|  E    |0D_DX_C04    |D      |SAP Demo:IT Scenario|SAP Demo: ITeLO Integrated Planning Scenario                |
|  E    |0D_DX_M01    |D      |SAP Demo:IT Scenario|SAP Demo: ITeLO Reporting Cube Scenario                     |
|  E    |0D_FC_C01    |D      |Analytic Engine Demo|Analytic Engine Demo Cube 1                                 |
|  E    |0D_FC_C02    |D      |Analytic Engine Demo|Analytic Engine Demo Elimination of Internal Business Volume|
|  E    |0D_FC_C03    |D      |Analytic Engine Demo|Analytic Engine Demo Cube 3                                 |
|  E    |0D_FI_C01    |D      |SAP Demo FIAP: Trans|SAP Demo FIAP: Transaction Data                             |
|  E    |0D_FI_C02    |D      |SAP Demo FIAR:TData |SAP Demo FIAR: Transaction Data                             |
|  E    |0D_IB_01     |D      |SAP Demo Installed B|SAP Demo Installed Base - Sales                             |
|  E    |0D_IB_02     |D      |SAP Demo Installed B|SAP Demo Installed Base - Licenses                          |
|  E    |0D_NW_C01    |D      |Actual for NW Demo  |Actual for NW Demo                                          |
|  E    |0D_NW_M01    |D      |Actuals and Plan Mul|Actuals and Plan Multiprovider                              |
|  E    |0D_NW_T01    |D      |Planning Cube       |Planning Cube                                               |
|  E    |0D_PP_C01    |D      |Plan/Act. Comparison|Planned/Actual Comparison Order/Material View               |
|  E    |0D_PU_C01    |D      |Purchasing Data     |Purchasing Data                                             |
|  E    |0D_SD_C03    |D      |SAP Demo S&D: Overv |SAP Demo Sales and Distribution: Overview                   |
