19.04.2015                                        Dynamic List Display                                               1
----------------------------------------------------------------------------------------------------------------------
----------------------------------------------------------------------------------------------------------------------
|  LANGU|LOGDPID                       |OBJVERS|VARIANT |TEXT                                                        |
|  E    |0PAK_3Q6DTU8Y1ZJR01W26B9OVG93V|D      |CUSTOMER|Profitability Analysis TD                                   |
|  E    |0PAK_3Q6DTUGMKY5GIOFIC5C15I7TN|D      |CUSTOMER|Value Type Text                                             |
|  E    |0PAK_3Q6DTUOB3WR61AYYHZEDFK6JF|D      |CUSTOMER|Sales Data DalSegno Demo Part 2                             |
|  E    |0PAK_3Q6DTUVZMVCVJXIENTGPPM597|D      |CUSTOMER|Customer Accounting TD                                      |
|  E    |0PAK_3Q6DTV3O5TYL2K1UTNJ1ZO3YZ|D      |CUSTOMER|ITeLO Customer Demo Data Attributes                         |
|  E    |0PAK_3Q6DTVBCOSKAL6LAZHLE9Q2OR|D      |CUSTOMER|Customer Text                                               |
|  E    |0PAK_3Q6DTVJ17R603T4R5BNQJS1EJ|D      |CUSTOMER|GIS Region Text                                             |
|  E    |0PAK_3Q6DTVQPQPRPMFO7B5Q2TU04B|D      |CUSTOMER|Company Code Text                                           |
|  E    |0PAK_3Q6DTVYE9ODF527NGZSF3VYU3|D      |CUSTOMER|Sales Group Text                                            |
|  E    |0PAK_3Q6DTW62SMZ4NOR3MTURDXXJV|D      |CUSTOMER|Material Text                                               |
|  E    |0PAK_3Q6DTWDRBLKU6BAJSNX3NZW9N|D      |CUSTOMER|Material Group Text                                         |
|  E    |0PAK_3Q6DTWLFUK6JOXTZYHZFY1UZF|D      |CUSTOMER|0DBEMPBND_HIER                                              |
|  E    |0PAK_3Q6DTWT4DIS97KDG4C1S83TP7|D      |CUSTOMER|Sales Region (SAP DEMO)                                     |
|  E    |0PAK_3Q6DTX0SWHDYQ6WWA644I5SEZ|D      |CUSTOMER|Material Master Data                                        |
|  E    |0PAK_3Q6DTX8HFFZO8TGCG06GS7R4R|D      |CUSTOMER|Industry Sector DB SIC Text                                 |
|  E    |0PAK_3Q6DTXG5YELDRFZSLU8T29PUJ|D      |CUSTOMER|Country Text                                                |
|  E    |0PAK_3Q6DTXNUHD73A2J8ROB5CBOKB|D      |CUSTOMER|Distribution Channel Text                                   |
|  E    |0PAK_3Q6DTXVJ0BSSSP2OXIDHMDNA3|D      |CUSTOMER|File Type (Texts)                                           |
|  E    |0PAK_3Q6DTY37JAEIBBM53CFTWFLZV|D      |CUSTOMER|Division Text                                               |
|  E    |0PAK_3Q6DTYAW2907TY5L96I66HKPN|D      |CUSTOMER|Company Code Master Data                                    |
|  E    |0PAK_3Q6DTYIKL7LXCKP1F0KIGJJFF|D      |CUSTOMER|Event (Texts)                                               |
|  E    |0PAK_3Q6DTYQ9467MV78HKUMUQLI57|D      |CUSTOMER|Purchasing Organization Text                                |
|  E    |0PAK_3Q6DTYXXN4TCDTRXQOP70NGUZ|D      |CUSTOMER|Vendor Text                                                 |
|  E    |0PAK_3Q6DTZ5M63F1WGBDWIRJAPFKR|D      |CUSTOMER|Currency Type Text                                          |
|  E    |0PAK_3Q6DTZDAP20RF2UU2CTVKREAJ|D      |CUSTOMER|Manager Text                                                |
|  E    |0PAK_3Q6DTZKZ80MGXPEA86W7UTD0B|D      |CUSTOMER|SD TD                                                       |
|  E    |0PAK_3Q6DTZSNQZ86GBXQE0YK4VBQ3|D      |CUSTOMER|Sales Organization Text                                     |
|  E    |0PAK_3Q6DU00C9XTVYYH6JV0WEXAFV|D      |CUSTOMER|Sales Data DalSegno Demo Part 3                             |
|  E    |0PAK_3Q6DU080SWFLHL0MPP38OZ95N|D      |CUSTOMER|Sold-to Party Master Data                                   |
|  E    |0PAK_3Q6DU0FPBV1B07K2VJ5KZ17VF|D      |CUSTOMER|Purchasing TD                                               |
|  E    |0PAK_3Q6DU0NDUTN0IU3J1D7X936L7|D      |CUSTOMER|Industry Sector DB SIC Hierarchy                            |
|  E    |0PAK_3Q6DU0V2DS8Q1GMZ77A9J55AZ|D      |CUSTOMER|Sales Personnel Text                                        |
|  E    |0PAK_3Q6DU12QWQUFK36FD1CLT740R|D      |CUSTOMER|Customer Loyalty Marketing: February                        |
|  E    |0PAK_3Q6DU1AFFPG52PPVIVEY392QJ|D      |CUSTOMER|Version Text                                                |
|  E    |0PAK_3Q6DU1I3YO1ULC9BOPHADB1GB|D      |CUSTOMER|Accounts Payable Transaction Data                           |
|  E    |0PAK_3Q6DU1PSHMNK3YSRUJJMND063|D      |CUSTOMER|Product Hierarchy Text                                      |
|  E    |0PAK_3Q6DU1XH0L99MLC80DLYXEYVV|D      |CUSTOMER|SD: Overview TD                                             |
|  E    |0PAK_3Q6DU255JJUZ57VO67OB7GXLN|D      |CUSTOMER|Customer Master Data                                        |
|  E    |0PAK_3Q6DU2CU2IGONUF4C1QNHIWBF|D      |CUSTOMER|Industry Sector Key Text                                    |
|  E    |0PAK_3Q6DU2KILH2E6GYKHVSZRKV17|D      |CUSTOMER|Region Text                                                 |
|  E    |0PAK_3Q6DU2S74FO3P3I0NPVC1MTQZ|D      |CUSTOMER|Plant Text                                                  |
|  E    |0PAK_3Q6DU2ZVNE9T7Q1GTJXOBOSGR|D      |CUSTOMER|Number of User(s) (SAP Demo) (Texts)                        |
|  E    |0PAK_3Q6DU37K6CVIQCKWZE00LQR6J|D      |CUSTOMER|Area Code Text                                              |
|  E    |0PAK_3Q6DU3F8PBH88Z4D582CVSPWB|D      |CUSTOMER|Customer Loyalty Marketing: October                         |
|  E    |0PAK_3Q6DU3MX8A2XRLNTB24P5UOM3|D      |CUSTOMER|Status (Master Data)                                        |
|  E    |0PAK_3Q6DU3ULR8ONA879GW71FWNBV|D      |CUSTOMER|STT_ATTR_INFOPACKAGE                                        |
|  E    |0PAK_3Q6DU42AA7ACSUQPMQ9DPYM1N|D      |CUSTOMER|Reason for Lost Deals Text                                  |
|  E    |0PAK_3Q6DU49YT5W2BHA5SKBQ00KRF|D      |CUSTOMER|ITeLO Sales Data Demo                                       |
|  E    |0PAK_3Q6DU4HNC4HRU3TLYEE2A2JH7|D      |CUSTOMER|Website Area (Texts)                                        |
|  E    |0PAK_3QC1FU0Y04Q1F6H882OBJJC17|D      |CUSTOMER|BP: Standard Address                                        |
|  E    |0PAK_3QC1FU8MJ3BQXT0ODWQNTLAQZ|D      |CUSTOMER|BP: Central Data                                            |
|  E    |0PAK_3QC1FUGB21XGGFK4JQT03N9GR|D      |CUSTOMER|BP: Texts                                                   |
|  E    |0PAK_3QC1FUNZL0J5Z23KPKVCDP86J|D      |CUSTOMER|ED: Attribute BP:User Name 11062001                         |
|  E    |0PAK_3SSJFTFV5XWUDHUBI2NO397H7|D      |CUSTOMER|2LIS_02_SCL_INIT_R3                                         |
|  E    |0PAK_3SSJFTV87V49EQX7TQSCND4WR|D      |CUSTOMER|2LIS_02_SCL_DELTA_R3                                        |
|  E    |0PAK_3SSJFU2WQTPYXDGNZKUOXF3MJ|D      |CUSTOMER|2LIS_02_ITM_INIT_R3                                         |
|  E    |0PAK_3SSJFUAL9SBOG0045EX17H2CB|D      |CUSTOMER|2LIS_11_VAITM_INIT_R/3                                      |
|  E    |0PAK_3SSJFUI9SQXDYMJKB8ZDHJ123|D      |CUSTOMER|2LIS_02_ITM_DELTA_R3                                        |
|  E    |0PAK_3SSJFUPYBPJ3H930H31PRKZRV|D      |CUSTOMER|2LIS_11_VAITM_DELTA_R/3                                     |
|  E    |0PAK_3SSJFUXMUO4SZVMGMX421MYHN|D      |CUSTOMER|2LIS_11_VAITM_DELTA_R/3                                     |
|  E    |0PAK_3U6AATO19PFEEP1VQ4154JML7|D      |CUSTOMER|Text for Time Intervals (30 Minutes)                        |
|  E    |0PAK_3U6AATVPSO13XBLBVY3HELLAZ|D      |CUSTOMER|Text for Time Intervals (30 Minutes)                        |
|  E    |0PAK_3U6AAU3EBMMTFY4S1S5TONK0R|D      |CUSTOMER|Text for Time Intervals (30 Minutes)                        |
|  E    |0PAK_3U6AAUB2UL8IYKO87M85YPIQJ|D      |CUSTOMER|Text for Time Intervals (30 Minutes)                        |
|  E    |0PAK_3U6AAUIRDJU8H77ODGAI8RHGB|D      |CUSTOMER|Text for Time Intervals (30 Minutes)                        |
|  E    |0PAK_3U6AAUQFWIFXZTR4JACUITG63|D      |CUSTOMER|Text for Time Intervals (30 Minutes)                        |
|  E    |0PAK_3U6AAUY4FH1NIGAKP4F6SVEVV|D      |CUSTOMER|Text for Time Intervals (30 Minutes)                        |
|  E    |0PAK_3U6AAV5SYFND12U0UYHJ2XDLN|D      |CUSTOMER|Text for Time Intervals (30 Minutes)                        |
|  E    |0PAK_3U6AAVDHHE92JPDH0SJVCZCBF|D      |CUSTOMER|Text for Time Intervals (30 Minutes)                        |
|  E    |0PAK_3UVEW5NAVZH8BQPLGJGQRFYTX|D      |CUSTOMER|Sales Statistic (Full) for BA (Template)                    |
|  E    |0PAK_3UVEW5UZEY2XUD91MDJ31HXJP|D      |CUSTOMER|Test WFM01                                                  |
|  E    |0PAK_3UVEW62NXWONCZSHS7LFBJW9H|D      |CUSTOMER|Customer Sales & Visits (Unassigned)                        |
|  E    |0PAK_3UVEW6ACGVACVMBXY1NRLLUZ9|D      |CUSTOMER|Customer Sales & Visits                                     |
|  E    |0PAK_3UVEW6I0ZTW2E8VE3VQ3VNTP1|D      |CUSTOMER|Init Package for Update from ODS 0HC_EIS                    |
|  E    |0PAK_3UVEW6PPISHRWVEU9PSG5PSET|D      |CUSTOMER|0DBSCORE_TEXT_INIT_FLATFILE                                 |
|  E    |0PAK_3UVEW6XE1R3HFHYAFJUSFRR4L|D      |CUSTOMER|0DBSECTCOD_TEXT_INIT_FLATFILE                               |
|  E    |0PAK_3UVEW752KPP6Y4HQLDX4PTPUD|D      |CUSTOMER|0DBDUNS_NUM2_ATTR_FULL_FLATFILE                             |
|  E    |0PAK_3UVEW7CR3OAWGR16R7ZGZVOK5|D      |CUSTOMER|0DBCTRYCOD_TEXT_INIT_FLATFILE                               |
|  E    |0PAK_3UVEW7KFMMWLZDKMX21T9XN9X|D      |CUSTOMER|0DBREGCOD_TEXT_INIT_FLATFILE                                |
|  E    |0PAK_3UVEW7S45LIBI0432W45JZLZP|D      |CUSTOMER|0CUSTOMER_ATTR_FULL_FLATFILE                                |
|  E    |0PAK_3UVEW7ZSOK410MNJ8Q6HU1KPH|D      |CUSTOMER|0DBAREACOD_TEXT_INIT_FLATFILE                               |
|  E    |0PAK_3UVEW87H7IPQJ96ZEK8U43JF9|D      |CUSTOMER|0DBDUNS_NUM_ATTR_FULL_FLATFILE                              |
|  E    |0PAK_3UVEW8F5QHBG1VQFKEB6E5I51|D      |CUSTOMER|0DBDISTRCOD_TEXT_INIT_FLATFILE                              |
|  E    |0PAK_3UVEW8MU9FX5KI9VQ8DIO7GUT|D      |CUSTOMER|0BPARTNER_ATTR_FULL_FLATFILE                                |
|  E    |0PAK_3UVEW8UISEIV34TBW2FUY9FKL|D      |CUSTOMER|0DB_MKT_1_FULL_FLATFILE                                     |
|  E    |0PAK_3UVEW927BD4KLRCS1WI78BEAD|D      |CUSTOMER|0DB87SIC1_TEXT_INIT_FLATFILE                                |
|  E    |0PAK_3UVEW99VUBQA4DW87QKJIDD05|D      |CUSTOMER|0DBDUNS_NUM3_ATTR_FULL_FLATFILE                             |
|  E    |0PAK_3UVEW9HKDABZN0FODKMVSFBPX|D      |CUSTOMER|0DB87SIC1_HIER_INIT_FLATFILE                                |
|  E    |0PAK_3UVEW9P8W8XP5MZ4JEP82HAFP|D      |CUSTOMER|0DBLGLSTAT_TEXT_INIT_FLATFILE                               |
|  E    |0PAK_3UVEW9WXF7JEO9IKP8RKCJ95H|D      |CUSTOMER|0DBDUNS_NUM_TEXT_FULL_FLATFILE                              |
|  E    |0PAK_3UVEWA4LY6546W20V2TWML7V9|D      |CUSTOMER|0DBRATENW_TEXT_INIT_FLATFILE                                |
|  E    |0PAK_3UVEWACAH4QTPILH0WW8WN6L1|D      |CUSTOMER|0DBRATECON_TEXT_INIT_FLATFILE                               |
|  E    |0PAK_3UVEWAJZ03CJ854X6QYL6P5AT|D      |CUSTOMER|Sales and Distribution: Details TD --> ODS Object           |
|  E    |0PAK_3UVEWARNJ1Y8QRODCL0XGR40L|D      |CUSTOMER|0DBSCORE_TEXT_INIT_FLATFILE                                 |
|  E    |0PAK_3UVEWAZC20JY9E7TIF39QT2QD|D      |CUSTOMER|0DBSECTCOD_TEXT_INIT_FLATFILE                               |
|  E    |0PAK_3UVEWB70KZ5NS0R9O95M0V1G5|D      |CUSTOMER|0DBDUNS_NUM2_ATTR_FULL_FLATFILE                             |
|  E    |0PAK_3UVEWBEP3XRDANAPU37YAX05X|D      |CUSTOMER|0DBCTRYCOD_TEXT_INIT_FLATFILE                               |
|  E    |0PAK_3UVEWBMDMWD2T9U5ZXAAKYYVP|D      |CUSTOMER|0DBREGCOD_TEXT_INIT_FLATFILE                                |
|  E    |0PAK_3UVEWBU25UYSBWDM5RCMV0XLH|D      |CUSTOMER|0CUSTOMER_ATTR_FULL_FLATFILE                                |
|  E    |0PAK_3UVEWC1QOTKHUIX2BLEZ52WB9|D      |CUSTOMER|0DBAREACOD_TEXT_INIT_FLATFILE                               |
|  E    |0PAK_3UVEWC9F7S67D5GIHFHBF4V11|D      |CUSTOMER|0DBDUNS_NUM_ATTR_FULL_FLATFILE                              |
|  E    |0PAK_3UVEWCH3QQRWVRZYN9JNP6TQT|D      |CUSTOMER|0DBDISTRCOD_TEXT_INIT_FLATFILE                              |
|  E    |0PAK_3UVEWCOS9PDMEEJET3LZZ8SGL|D      |CUSTOMER|0BPARTNER_ATTR_FULL_FLATFILE                                |
|  E    |0PAK_3UVEWCWGSNZBX12UYXOC9AR6D|D      |CUSTOMER|0DB_MKT_1_FULL_FLATFILE                                     |
|  E    |0PAK_3UVEWD45BML1FNMB4RQOJCPW5|D      |CUSTOMER|0DB87SIC1_TEXT_INIT_FLATFILE                                |
|  E    |0PAK_3UVEWDBTUL6QYA5RALT0TEOLX|D      |CUSTOMER|0DBDUNS_NUM3_ATTR_FULL_FLATFILE                             |
|  E    |0PAK_3UVEWDJIDJSGGWP7GFVD3GNBP|D      |CUSTOMER|0DB87SIC1_HIER_INIT_FLATFILE                                |
|  E    |0PAK_3UVEWDR6WIE5ZJ8NM9XPDIM1H|D      |CUSTOMER|0DBLGLSTAT_TEXT_INIT_FLATFILE                               |
|  E    |0PAK_3UVEWDYVFGZVI5S3S401NKKR9|D      |CUSTOMER|0DBDUNS_NUM_TEXT_FULL_FLATFILE                              |
|  E    |0PAK_3UVEWE6JYFLL0SBJXY2DXMJH1|D      |CUSTOMER|0DBRATENW_TEXT_INIT_FLATFILE                                |
|  E    |0PAK_3UVEWEE8HE7AJEV03S4Q7OI6T|D      |CUSTOMER|0DBRATECON_TEXT_INIT_FLATFILE                               |
|  E    |0PAK_3UVEWELX0CT021EG9M72HQGWL|D      |CUSTOMER|Sales and Distribution: Details TD --> ODS Object           |
|  E    |0PAK_3UVEWETLJBEPKNXWFG9ERSFMD|D      |CUSTOMER|Customer Loyalty Marketing: November                        |
|  E    |0PAK_3UVEWF1A2A0F3AHCLABR1UEC5|D      |CUSTOMER|0DBSCORE_TEXT_INIT_FLATFILE                                 |
|  E    |0PAK_3UVEWF8YL8M4LX0SR4E3BWD1X|D      |CUSTOMER|0DBSECTCOD_TEXT_INIT_FLATFILE                               |
|  E    |0PAK_3UVEWFGN477U4JK8WYGFLYBRP|D      |CUSTOMER|Customer Loyalty Marketing: December                        |
|  E    |0PAK_3UVEWFOBN5TJN63P2SIRW0AHH|D      |CUSTOMER|0DBDUNS_NUM2_ATTR_FULL_FLATFILE                             |
|  E    |0PAK_3UVEWFW064F95SN58ML462979|D      |CUSTOMER|0DBCTRYCOD_TEXT_INIT_FLATFILE                               |
|  E    |0PAK_3UVEWG3OP30YOF6LEGNGG47X1|D      |CUSTOMER|0DBREGCOD_TEXT_INIT_FLATFILE                                |
|  E    |0PAK_3UVEWGBD81MO71Q1KAPSQ66MT|D      |CUSTOMER|0CUSTOMER_ATTR_FULL_FLATFILE                                |
|  E    |0PAK_3UVEWGJ1R08DPO9HQ4S5085CL|D      |CUSTOMER|0DBAREACOD_TEXT_INIT_FLATFILE                               |
|  E    |0PAK_3UVEWGQQ9YU38ASXVYUHAA42D|D      |CUSTOMER|0DBDUNS_NUM_ATTR_FULL_FLATFILE                              |
|  E    |0PAK_3UVEWGYESXFSQXCE1SWTKC2S5|D      |CUSTOMER|Flat File Attribute                                         |
|  E    |0PAK_3UVEWH63BW1I9JVU7MZ5UE1HX|D      |CUSTOMER|0DBDISTRCOD_TEXT_INIT_FLATFILE                              |
|  E    |0PAK_3UVEWHDRUUN7S6FADH1I4G07P|D      |CUSTOMER|0BPARTNER_ATTR_FULL_FLATFILE                                |
|  E    |0PAK_3UVEWHLGDT8XASYQJB3UEHYXH|D      |CUSTOMER|Customer Loyalty Marketing: January                         |
|  E    |0PAK_3UVEWHT4WRUMTFI6P566OJXN9|D      |CUSTOMER|0DB_MKT_1_FULL_FLATFILE                                     |
|  E    |0PAK_3UVEWI0TFQGCC21MUZ8IYLWD1|D      |CUSTOMER|Customer Loyalty Marketing: June                            |
|  E    |0PAK_3UVEWI8HYP21UOL30TAV8NV2T|D      |CUSTOMER|0DB87SIC1_TEXT_INIT_FLATFILE                                |
|  E    |0PAK_3UVEWIG6HNNRDB4J6ND7IPTSL|D      |CUSTOMER|0DBDUNS_NUM3_ATTR_FULL_FLATFILE                             |
|  E    |0PAK_3UVEWINV0M9GVXNZCHFJSRSID|D      |CUSTOMER|Customer Loyalty Marketing: March                           |
|  E    |0PAK_3UVEWIVJJKV6EK7FIBHW2TR85|D      |CUSTOMER|Customer Loyalty Marketing: July                            |
|  E    |0PAK_3UVEWJ382JGVX6QVO5K8CVPXX|D      |CUSTOMER|Customer Loyalty Marketing: August                          |
|  E    |0PAK_3UVEWJAWLI2LFTABTZMKMXONP|D      |CUSTOMER|Customer Loyalty Marketing: April                           |
|  E    |0PAK_3UVEWJIL4GOAYFTRZTOWWZNDH|D      |CUSTOMER|Customer Loyalty Marketing: September                       |
|  E    |0PAK_3UVEWJQ9NFA0H2D85NR971M39|D      |CUSTOMER|0DB87SIC1_HIER_INIT_FLATFILE                                |
|  E    |0PAK_3UVEWJXY6DVPZOWOBHTLH3KT1|D      |CUSTOMER|0DBLGLSTAT_TEXT_INIT_FLATFILE                               |
|  E    |0PAK_3UVEWK5MPCHFIBG4HBVXR5JIT|D      |CUSTOMER|Country Hierarchy                                           |
|  E    |0PAK_3UVEWKDB8B350XZKN5YA17I8L|D      |CUSTOMER|Customer Loyalty Marketing: May                             |
|  E    |0PAK_3UVEWKKZR9OUJKJ0T00MB9GYD|D      |CUSTOMER|0DBDUNS_NUM_TEXT_FULL_FLATFILE                              |
|  E    |0PAK_3UVEWKSOA8AK272GYU2YLBFO5|D      |CUSTOMER|0DBRATENW_TEXT_INIT_FLATFILE                                |
|  E    |0PAK_3UVEWL0CT6W9KTLX4O5AVDEDX|D      |CUSTOMER|Customer Loyalty Marketing: February                        |
|  E    |0PAK_3UVEWL81C5HZ3G5DAI7N5FD3P|D      |CUSTOMER|Customer Loyalty Marketing: October                         |
|  E    |0PAK_3UVEWLFPV43OM2OTGC9ZFHBTH|D      |CUSTOMER|0DBRATECON_TEXT_INIT_FLATFILE                               |
|  E    |0PAK_3UVEWLNEE2PE4P89M6CBPJAJ9|D      |CUSTOMER|Sales and Distribution: Details TD --> ODS Object           |
|  E    |0PAK_3UVEWLV2X1B3NBRPS0ENZL991|D      |CUSTOMER|Customer Loyalty Marketing: November                        |
|  E    |0PAK_3UVEWM2RFZWT5YB5XUH09N7YT|D      |CUSTOMER|0DBSCORE_TEXT_INIT_FLATFILE                                 |
|  E    |0PAK_3UVEWMAFYYIIOKUM3OJCJP6OL|D      |CUSTOMER|0DBSECTCOD_TEXT_INIT_FLATFILE                               |
|  E    |0PAK_3UVEWMI4HX4877E29ILOTR5ED|D      |CUSTOMER|Customer Loyalty Marketing: December                        |
|  E    |0PAK_3UVEWMPT0VPXPTXIFCO13T445|D      |CUSTOMER|0DBDUNS_NUM2_ATTR_FULL_FLATFILE                             |
|  E    |0PAK_3UVEWMXHJUBN8GGYL6QDDV2TX|D      |CUSTOMER|0DBCTRYCOD_TEXT_INIT_FLATFILE                               |
|  E    |0PAK_3UVEWN562SXCR30ER0SPNX1JP|D      |CUSTOMER|0DBREGCOD_TEXT_INIT_FLATFILE                                |
|  E    |0PAK_3UVEWNCULRJ29PJUWUV1XZ09H|D      |CUSTOMER|0CUSTOMER_ATTR_FULL_FLATFILE                                |
|  E    |0PAK_3UVEWNKJ4Q4RSC3B2OXE80YZ9|D      |CUSTOMER|0DBAREACOD_TEXT_INIT_FLATFILE                               |
|  E    |0PAK_3UVEWNS7NOQHAYMR8IZQI2XP1|D      |CUSTOMER|0DBDUNS_NUM_ATTR_FULL_FLATFILE                              |
|  E    |0PAK_3UVEWNZW6NC6TL67ED22S4WET|D      |CUSTOMER|0DBDISTRCOD_TEXT_INIT_FLATFILE                              |
|  E    |0PAK_3UVEWO7KPLXWC7PNK74F26V4L|D      |CUSTOMER|0BPARTNER_ATTR_FULL_FLATFILE                                |
|  E    |0PAK_3UVEWOF98KJLUU93Q16RC8TUD|D      |CUSTOMER|Customer Loyalty Marketing: January                         |
|  E    |0PAK_3UVEWOMXRJ5BDGSJVV93MASK5|D      |CUSTOMER|0DB_MKT_1_FULL_FLATFILE                                     |
|  E    |0PAK_3UVEWOUMAHR0W3C01PBFWCR9X|D      |CUSTOMER|Customer Loyalty Marketing: June                            |
|  E    |0PAK_3UVEWP2ATGCQEPVG7JDS6EPZP|D      |CUSTOMER|0DB87SIC1_TEXT_INIT_FLATFILE                                |
|  E    |0PAK_3UVEWP9ZCEYFXCEWDDG4GGOPH|D      |CUSTOMER|0DBDUNS_NUM3_ATTR_FULL_FLATFILE                             |
|  E    |0PAK_3UVEWPHNVDK5FYYCJ7IGQINF9|D      |CUSTOMER|Customer Loyalty Marketing: March                           |
|  E    |0PAK_3UVEWPPCEC5UYLHSP1KT0KM51|D      |CUSTOMER|Customer Loyalty Marketing: July                            |
|  E    |0PAK_3UVEWPX0XARKH818UVN5AMKUT|D      |CUSTOMER|Customer Loyalty Marketing: August                          |
|  E    |0PAK_3UVEWQ4PG9D9ZUKP0PPHKOJKL|D      |CUSTOMER|Customer Loyalty Marketing: April                           |
|  E    |0PAK_3UVEWQCDZ7YZIH456JRTUQIAD|D      |CUSTOMER|Customer Loyalty Marketing: September                       |
|  E    |0PAK_3UVEWQK2I6KP13NLCDU64SH05|D      |CUSTOMER|0DB87SIC1_HIER_INIT_FLATFILE                                |
|  E    |0PAK_3UVEWQRR156EJQ71I7WIEUFPX|D      |CUSTOMER|0DBLGLSTAT_TEXT_INIT_FLATFILE                               |
|  E    |0PAK_3UVEWQZFK3S42CQHO1YUOWEFP|D      |CUSTOMER|Country Hierarchy                                           |
|  E    |0PAK_3UVEWR7432DTKZ9XTW16YYD5H|D      |CUSTOMER|Customer Loyalty Marketing: May                             |
|  E    |0PAK_3UVEWRESM0ZJ3LTDZQ3J90BV9|D      |CUSTOMER|0DBDUNS_NUM_TEXT_FULL_FLATFILE                              |
|  E    |0PAK_3UVEWRMH4ZL8M8CU5K5VJ2AL1|D      |CUSTOMER|0DBRATENW_TEXT_INIT_FLATFILE                                |
|  E    |0PAK_3UVEWRU5NY6Y4UWABE87T49AT|D      |CUSTOMER|Customer Loyalty Marketing: February                        |
|  E    |0PAK_3UVEWS1U6WSNNHFQH8AK3680L|D      |CUSTOMER|Customer Loyalty Marketing: October                         |
|  E    |0PAK_3UVEWS9IPVED63Z6N2CWD86QD|D      |CUSTOMER|0DBRATECON_TEXT_INIT_FLATFILE                               |
|  E    |0PAK_3UVEWSH78U02OQIMSWF8NA5G5|D      |CUSTOMER|Sales and Distribution: Details TD --> ODS Object           |
|  E    |0PAK_3UVEWSOVRSLS7D22YQHKXC45X|D      |CUSTOMER|Customer Loyalty Marketing: November                        |
|  E    |0PAK_3UVEWSWKAR7HPZLJ4KJX7E2VP|D      |CUSTOMER|0DBSCORE_TEXT_INIT_FLATFILE                                 |
|  E    |0PAK_3UVEWT48TPT78M4ZAEM9HG1LH|D      |CUSTOMER|0DBSECTCOD_TEXT_INIT_FLATFILE                               |
|  E    |0PAK_3UVEWTBXCOEWR8OFG8OLRI0B9|D      |CUSTOMER|Customer Loyalty Marketing: December                        |
|  E    |0PAK_3UVEWTJLVN0M9V7VM2QY1JZ11|D      |CUSTOMER|0DBDUNS_NUM2_ATTR_FULL_FLATFILE                             |
|  E    |0PAK_3UVEWTRAELMBSHRBRWTABLXQT|D      |CUSTOMER|0DBCTRYCOD_TEXT_INIT_FLATFILE                               |
|  E    |0PAK_3UVEWTYYXK81B4ARXQVMLNWGL|D      |CUSTOMER|0DBREGCOD_TEXT_INIT_FLATFILE                                |
|  E    |0PAK_3UVEWU6NGITQTQU83KXYVPV6D|D      |CUSTOMER|0CUSTOMER_ATTR_FULL_FLATFILE                                |
|  E    |0PAK_3UVEWUEBZHFGCDDO9F0B5RTW5|D      |CUSTOMER|0DBAREACOD_TEXT_INIT_FLATFILE                               |
|  E    |0PAK_3UVEWUM0IG15UZX4F92NFTSLX|D      |CUSTOMER|0DBDUNS_NUM_ATTR_FULL_FLATFILE                              |
|  E    |0PAK_3UVEWUTP1EMVDMGKL34ZPVRBP|D      |CUSTOMER|0DBDISTRCOD_TEXT_INIT_FLATFILE                              |
|  E    |0PAK_3UVEWV1DKD8KW900QX7BZXQ1H|D      |CUSTOMER|0BPARTNER_ATTR_FULL_FLATFILE                                |
|  E    |0PAK_3UVEWV923BUAEVJGWR9O9ZOR9|D      |CUSTOMER|Customer Loyalty Marketing: January                         |
|  E    |0PAK_3UVEWVGQMAFZXI2X2LC0K1NH1|D      |CUSTOMER|0DB_MKT_1_FULL_FLATFILE                                     |
|  E    |0PAK_3UVEWVOF591PG4MD8FECU3M6T|D      |CUSTOMER|Customer Loyalty Marketing: June                            |
|  E    |0PAK_3UVEWVW3O7NEYR5TE9GP45KWL|D      |CUSTOMER|0DB87SIC1_TEXT_INIT_FLATFILE                                |
|  E    |0PAK_3UVEWW3S7694HDP9K3J1E7JMD|D      |CUSTOMER|0DBDUNS_NUM3_ATTR_FULL_FLATFILE                             |
|  E    |0PAK_3UVEWWBGQ4UU008PPXLDO9IC5|D      |CUSTOMER|Customer Loyalty Marketing: March                           |
|  E    |0PAK_3UVEWWJ593GJIMS5VRNPYBH1X|D      |CUSTOMER|Customer Loyalty Marketing: July                            |
|  E    |0PAK_3UVEWWQTS22919BM1LQ28DFRP|D      |CUSTOMER|Customer Loyalty Marketing: August                          |
|  E    |0PAK_3UVEWWYIB0NYJVV27FSEIFEHH|D      |CUSTOMER|Customer Loyalty Marketing: April                           |
|  E    |0PAK_3UVEWX66TZ9O2IEID9UQSHD79|D      |CUSTOMER|Customer Loyalty Marketing: September                       |
|  E    |0PAK_3UVEWXDVCXVDL4XYJ3X32JBX1|D      |CUSTOMER|0DB87SIC1_HIER_INIT_FLATFILE                                |
|  E    |0PAK_3UVEWXLJVWH33RHEOXZFCLAMT|D      |CUSTOMER|0DBLGLSTAT_TEXT_INIT_FLATFILE                               |
|  E    |0PAK_3UVEWXT8EV2SME0UUS1RMN9CL|D      |CUSTOMER|Country Hierarchy                                           |
|  E    |0PAK_3UVEWY0WXTOI50KB0M43WP82D|D      |CUSTOMER|Customer Loyalty Marketing: May                             |
